image_path,image_filename,page_number,cell_type,binary_label,description,full_text,source
/content/blood_cell_dataset/images/page_5_img_10_healthy.jpg,page_5_img_10_healthy.jpg,5,Band Neutrophils,healthy,Normal neutrophils with band nuclei,"05
Band neutrophil granulocytes increased or/and the presence of
metamyelocytes, myelocytes, or even promyelocytes in peripheral blood are
referred to as a ""left shift"" and commonly seen in infections (especially acute
septic infections), acute poisoning, acute blood loss, and aplastic anemia.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_6_img_4_healthy.jpg,page_6_img_4_healthy.jpg,6,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"06
The cells are 10–15 μm in diameter with a lobulated nucleus divided into
2–5 lobes (with 3-lobe nuclei accounting for 40–50%), having deep violet
coarse nuclear chromatin with abundant cytoplasm that contains a large
number of light pink, small, and uniform neutral granules.
Segmented Neutrophil Granulocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_6_img_5_healthy.jpg,page_6_img_5_healthy.jpg,6,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"06
The cells are 10–15 μm in diameter with a lobulated nucleus divided into
2–5 lobes (with 3-lobe nuclei accounting for 40–50%), having deep violet
coarse nuclear chromatin with abundant cytoplasm that contains a large
number of light pink, small, and uniform neutral granules.
Segmented Neutrophil Granulocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_6_img_6_healthy.jpg,page_6_img_6_healthy.jpg,6,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"06
The cells are 10–15 μm in diameter with a lobulated nucleus divided into
2–5 lobes (with 3-lobe nuclei accounting for 40–50%), having deep violet
coarse nuclear chromatin with abundant cytoplasm that contains a large
number of light pink, small, and uniform neutral granules.
Segmented Neutrophil Granulocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_6_img_7_healthy.jpg,page_6_img_7_healthy.jpg,6,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"06
The cells are 10–15 μm in diameter with a lobulated nucleus divided into
2–5 lobes (with 3-lobe nuclei accounting for 40–50%), having deep violet
coarse nuclear chromatin with abundant cytoplasm that contains a large
number of light pink, small, and uniform neutral granules.
Segmented Neutrophil Granulocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_6_img_8_healthy.jpg,page_6_img_8_healthy.jpg,6,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"06
The cells are 10–15 μm in diameter with a lobulated nucleus divided into
2–5 lobes (with 3-lobe nuclei accounting for 40–50%), having deep violet
coarse nuclear chromatin with abundant cytoplasm that contains a large
number of light pink, small, and uniform neutral granules.
Segmented Neutrophil Granulocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_7_img_2_healthy.jpg,page_7_img_2_healthy.jpg,7,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"07
Increased neutrophil count with >3% neutrophils containing 5 or more
nuclear lobes in peripheral blood is referred to as a ""right shift"", commonly
observed in patients with nutritional megaloblastic anemia, under anti-
metabolic drug treatments, or during recovery from inflammations. A
severe right shift of nuclei is often accompanied by a decreased total white
blood cell count, suggesting a decline in bone marrow hematopoietic
function.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_7_img_3_healthy.jpg,page_7_img_3_healthy.jpg,7,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"07
Increased neutrophil count with >3% neutrophils containing 5 or more
nuclear lobes in peripheral blood is referred to as a ""right shift"", commonly
observed in patients with nutritional megaloblastic anemia, under anti-
metabolic drug treatments, or during recovery from inflammations. A
severe right shift of nuclei is often accompanied by a decreased total white
blood cell count, suggesting a decline in bone marrow hematopoietic
function.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_7_img_4_healthy.jpg,page_7_img_4_healthy.jpg,7,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"07
Increased neutrophil count with >3% neutrophils containing 5 or more
nuclear lobes in peripheral blood is referred to as a ""right shift"", commonly
observed in patients with nutritional megaloblastic anemia, under anti-
metabolic drug treatments, or during recovery from inflammations. A
severe right shift of nuclei is often accompanied by a decreased total white
blood cell count, suggesting a decline in bone marrow hematopoietic
function.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_7_img_6_healthy.jpg,page_7_img_6_healthy.jpg,7,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"07
Increased neutrophil count with >3% neutrophils containing 5 or more
nuclear lobes in peripheral blood is referred to as a ""right shift"", commonly
observed in patients with nutritional megaloblastic anemia, under anti-
metabolic drug treatments, or during recovery from inflammations. A
severe right shift of nuclei is often accompanied by a decreased total white
blood cell count, suggesting a decline in bone marrow hematopoietic
function.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_7_img_7_healthy.jpg,page_7_img_7_healthy.jpg,7,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"07
Increased neutrophil count with >3% neutrophils containing 5 or more
nuclear lobes in peripheral blood is referred to as a ""right shift"", commonly
observed in patients with nutritional megaloblastic anemia, under anti-
metabolic drug treatments, or during recovery from inflammations. A
severe right shift of nuclei is often accompanied by a decreased total white
blood cell count, suggesting a decline in bone marrow hematopoietic
function.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_7_img_9_healthy.jpg,page_7_img_9_healthy.jpg,7,Segmented Neutrophils,healthy,Normal neutrophils with segmented nuclei,"07
Increased neutrophil count with >3% neutrophils containing 5 or more
nuclear lobes in peripheral blood is referred to as a ""right shift"", commonly
observed in patients with nutritional megaloblastic anemia, under anti-
metabolic drug treatments, or during recovery from inflammations. A
severe right shift of nuclei is often accompanied by a decreased total white
blood cell count, suggesting a decline in bone marrow hematopoietic
function.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_8_img_3_healthy.jpg,page_8_img_3_healthy.jpg,8,Lymphocytes,healthy,Normal small lymphocytes,"08
The cells vary sharply in volume, with diameters ranging from 6 to 15 μm. A
physiological increase in lymphocytes may occur in children. A pathological
increase in lymphocytes is associated with certain infectious diseases
induced by viruses or bacteria, such as mumps or infectious mononucleosis,
chronic infections during recovery from tuberculosis, and acute and chronic
lymphocytic leukemia.
Lymphocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_8_img_5_healthy.jpg,page_8_img_5_healthy.jpg,8,Lymphocytes,healthy,Normal small lymphocytes,"08
The cells vary sharply in volume, with diameters ranging from 6 to 15 μm. A
physiological increase in lymphocytes may occur in children. A pathological
increase in lymphocytes is associated with certain infectious diseases
induced by viruses or bacteria, such as mumps or infectious mononucleosis,
chronic infections during recovery from tuberculosis, and acute and chronic
lymphocytic leukemia.
Lymphocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_8_img_7_healthy.jpg,page_8_img_7_healthy.jpg,8,Lymphocytes,healthy,Normal small lymphocytes,"08
The cells vary sharply in volume, with diameters ranging from 6 to 15 μm. A
physiological increase in lymphocytes may occur in children. A pathological
increase in lymphocytes is associated with certain infectious diseases
induced by viruses or bacteria, such as mumps or infectious mononucleosis,
chronic infections during recovery from tuberculosis, and acute and chronic
lymphocytic leukemia.
Lymphocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_8_img_8_healthy.jpg,page_8_img_8_healthy.jpg,8,Lymphocytes,healthy,Normal small lymphocytes,"08
The cells vary sharply in volume, with diameters ranging from 6 to 15 μm. A
physiological increase in lymphocytes may occur in children. A pathological
increase in lymphocytes is associated with certain infectious diseases
induced by viruses or bacteria, such as mumps or infectious mononucleosis,
chronic infections during recovery from tuberculosis, and acute and chronic
lymphocytic leukemia.
Lymphocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_9_img_3_healthy.jpg,page_9_img_3_healthy.jpg,9,Lymphocytes,healthy,Normal small lymphocytes,09,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_9_img_4_healthy.jpg,page_9_img_4_healthy.jpg,9,Lymphocytes,healthy,Normal small lymphocytes,09,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_9_img_5_healthy.jpg,page_9_img_5_healthy.jpg,9,Lymphocytes,healthy,Normal small lymphocytes,09,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_9_img_7_healthy.jpg,page_9_img_7_healthy.jpg,9,Lymphocytes,healthy,Normal small lymphocytes,09,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_9_img_9_healthy.jpg,page_9_img_9_healthy.jpg,9,Lymphocytes,healthy,Normal small lymphocytes,09,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_10_img_4_healthy.jpg,page_10_img_4_healthy.jpg,10,Monocytes,healthy,Normal monocytes with kidney-shaped nuclei,"10
Monocytes are large cells approximately 12–20 μm in diameter. They are
typically round, oval, or irregular in shape, with or without pseudopods. The
nucleus is twisted or irregularly folded and sometimes shaped like a kidney,
mountain, or horseshoe. The nucleus chromatin is loose and reticulate and
stained light violet-red. The cytoplasm is gray-blue or gray-red, translucent,
commonly vacuolated, and contains small, dust-like violet-red granules.
Monocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_10_img_5_healthy.jpg,page_10_img_5_healthy.jpg,10,Monocytes,healthy,Normal monocytes with kidney-shaped nuclei,"10
Monocytes are large cells approximately 12–20 μm in diameter. They are
typically round, oval, or irregular in shape, with or without pseudopods. The
nucleus is twisted or irregularly folded and sometimes shaped like a kidney,
mountain, or horseshoe. The nucleus chromatin is loose and reticulate and
stained light violet-red. The cytoplasm is gray-blue or gray-red, translucent,
commonly vacuolated, and contains small, dust-like violet-red granules.
Monocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_10_img_8_healthy.jpg,page_10_img_8_healthy.jpg,10,Monocytes,healthy,Normal monocytes with kidney-shaped nuclei,"10
Monocytes are large cells approximately 12–20 μm in diameter. They are
typically round, oval, or irregular in shape, with or without pseudopods. The
nucleus is twisted or irregularly folded and sometimes shaped like a kidney,
mountain, or horseshoe. The nucleus chromatin is loose and reticulate and
stained light violet-red. The cytoplasm is gray-blue or gray-red, translucent,
commonly vacuolated, and contains small, dust-like violet-red granules.
Monocytes",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_11_img_3_healthy.jpg,page_11_img_3_healthy.jpg,11,Monocytes,healthy,Normal monocytes with kidney-shaped nuclei,"11
A pathological increase in monocytes may be observed in infectious
diseases such as subacute infective endocarditis, malaria, and Kala-azar
(visceral leishmaniasis). It could also occur in the recovery phase of acute
infections and certain hematological diseases, such as the recovery phase of
agranulocytosis, monocytic leukemia, and MDS.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_11_img_4_healthy.jpg,page_11_img_4_healthy.jpg,11,Monocytes,healthy,Normal monocytes with kidney-shaped nuclei,"11
A pathological increase in monocytes may be observed in infectious
diseases such as subacute infective endocarditis, malaria, and Kala-azar
(visceral leishmaniasis). It could also occur in the recovery phase of acute
infections and certain hematological diseases, such as the recovery phase of
agranulocytosis, monocytic leukemia, and MDS.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_12_img_4_healthy.jpg,page_12_img_4_healthy.jpg,12,Eosinophils,healthy,Normal eosinophils with orange granules,"12
The cells are 13–15 μm in diameter, typically round, with a glasses-shaped
2-lobe nucleus and coarse and deep violet-red chromatin. The cytoplasm is
stained lightly and filled with coarse and neatly arranged orange granules,
which contain a variety of enzymes such as peroxidase, phospholipase D,
catalase, and acid phosphatase.
Eosinophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_12_img_5_healthy.jpg,page_12_img_5_healthy.jpg,12,Eosinophils,healthy,Normal eosinophils with orange granules,"12
The cells are 13–15 μm in diameter, typically round, with a glasses-shaped
2-lobe nucleus and coarse and deep violet-red chromatin. The cytoplasm is
stained lightly and filled with coarse and neatly arranged orange granules,
which contain a variety of enzymes such as peroxidase, phospholipase D,
catalase, and acid phosphatase.
Eosinophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_12_img_6_healthy.jpg,page_12_img_6_healthy.jpg,12,Eosinophils,healthy,Normal eosinophils with orange granules,"12
The cells are 13–15 μm in diameter, typically round, with a glasses-shaped
2-lobe nucleus and coarse and deep violet-red chromatin. The cytoplasm is
stained lightly and filled with coarse and neatly arranged orange granules,
which contain a variety of enzymes such as peroxidase, phospholipase D,
catalase, and acid phosphatase.
Eosinophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_12_img_7_healthy.jpg,page_12_img_7_healthy.jpg,12,Eosinophils,healthy,Normal eosinophils with orange granules,"12
The cells are 13–15 μm in diameter, typically round, with a glasses-shaped
2-lobe nucleus and coarse and deep violet-red chromatin. The cytoplasm is
stained lightly and filled with coarse and neatly arranged orange granules,
which contain a variety of enzymes such as peroxidase, phospholipase D,
catalase, and acid phosphatase.
Eosinophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_12_img_8_healthy.jpg,page_12_img_8_healthy.jpg,12,Eosinophils,healthy,Normal eosinophils with orange granules,"12
The cells are 13–15 μm in diameter, typically round, with a glasses-shaped
2-lobe nucleus and coarse and deep violet-red chromatin. The cytoplasm is
stained lightly and filled with coarse and neatly arranged orange granules,
which contain a variety of enzymes such as peroxidase, phospholipase D,
catalase, and acid phosphatase.
Eosinophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_13_img_2_healthy.jpg,page_13_img_2_healthy.jpg,13,Eosinophils,healthy,Normal eosinophils with orange granules,"13
Eosinophils are less capable of killing bacteria than neutrophils, and an
increase in eosinophils can be observed in parasitic infections and certain
types of allergies.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_14_img_3_healthy.jpg,page_14_img_3_healthy.jpg,14,Basophils,healthy,Normal basophils with dark granules,"14
The cells are 10–12 μm in diameter, typically round, and the nucleus is
obscured by granules, which are violet-black, varied in sizes, and unevenly
distributed in the cells. The chromatin is coarse and violet-red, and the
cytoplasm is stained lightly.
Basophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_14_img_4_healthy.jpg,page_14_img_4_healthy.jpg,14,Basophils,healthy,Normal basophils with dark granules,"14
The cells are 10–12 μm in diameter, typically round, and the nucleus is
obscured by granules, which are violet-black, varied in sizes, and unevenly
distributed in the cells. The chromatin is coarse and violet-red, and the
cytoplasm is stained lightly.
Basophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_14_img_5_healthy.jpg,page_14_img_5_healthy.jpg,14,Basophils,healthy,Normal basophils with dark granules,"14
The cells are 10–12 μm in diameter, typically round, and the nucleus is
obscured by granules, which are violet-black, varied in sizes, and unevenly
distributed in the cells. The chromatin is coarse and violet-red, and the
cytoplasm is stained lightly.
Basophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_14_img_6_healthy.jpg,page_14_img_6_healthy.jpg,14,Basophils,healthy,Normal basophils with dark granules,"14
The cells are 10–12 μm in diameter, typically round, and the nucleus is
obscured by granules, which are violet-black, varied in sizes, and unevenly
distributed in the cells. The chromatin is coarse and violet-red, and the
cytoplasm is stained lightly.
Basophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_14_img_7_healthy.jpg,page_14_img_7_healthy.jpg,14,Basophils,healthy,Normal basophils with dark granules,"14
The cells are 10–12 μm in diameter, typically round, and the nucleus is
obscured by granules, which are violet-black, varied in sizes, and unevenly
distributed in the cells. The chromatin is coarse and violet-red, and the
cytoplasm is stained lightly.
Basophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_14_img_8_healthy.jpg,page_14_img_8_healthy.jpg,14,Basophils,healthy,Normal basophils with dark granules,"14
The cells are 10–12 μm in diameter, typically round, and the nucleus is
obscured by granules, which are violet-black, varied in sizes, and unevenly
distributed in the cells. The chromatin is coarse and violet-red, and the
cytoplasm is stained lightly.
Basophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_15_img_2_healthy.jpg,page_15_img_2_healthy.jpg,15,Basophils,healthy,Normal basophils with dark granules,"15
An increase in basophils may occur in specific allergies, myeloproliferative
disorders, and basophilic leukemia.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_15_img_3_healthy.jpg,page_15_img_3_healthy.jpg,15,Basophils,healthy,Normal basophils with dark granules,"15
An increase in basophils may occur in specific allergies, myeloproliferative
disorders, and basophilic leukemia.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_15_img_7_healthy.jpg,page_15_img_7_healthy.jpg,15,Basophils,healthy,Normal basophils with dark granules,"15
An increase in basophils may occur in specific allergies, myeloproliferative
disorders, and basophilic leukemia.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_15_img_8_healthy.jpg,page_15_img_8_healthy.jpg,15,Basophils,healthy,Normal basophils with dark granules,"15
An increase in basophils may occur in specific allergies, myeloproliferative
disorders, and basophilic leukemia.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_15_img_9_healthy.jpg,page_15_img_9_healthy.jpg,15,Basophils,healthy,Normal basophils with dark granules,"15
An increase in basophils may occur in specific allergies, myeloproliferative
disorders, and basophilic leukemia.",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_18_img_3_leukemia.jpg,page_18_img_3_leukemia.jpg,18,Neutrophil Phagocytosis,leukemia,Neutrophils with ingested organisms,"18
Neutrophils are the primary form of phagocytes with a strong ability to
migrate by deformation and high phagocytic activity.
Neutrophil Phagocytosis of Fungi or
Parasites",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_18_img_4_leukemia.jpg,page_18_img_4_leukemia.jpg,18,Neutrophil Phagocytosis,leukemia,Neutrophils with ingested organisms,"18
Neutrophils are the primary form of phagocytes with a strong ability to
migrate by deformation and high phagocytic activity.
Neutrophil Phagocytosis of Fungi or
Parasites",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_18_img_5_leukemia.jpg,page_18_img_5_leukemia.jpg,18,Neutrophil Phagocytosis,leukemia,Neutrophils with ingested organisms,"18
Neutrophils are the primary form of phagocytes with a strong ability to
migrate by deformation and high phagocytic activity.
Neutrophil Phagocytosis of Fungi or
Parasites",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_18_img_6_leukemia.jpg,page_18_img_6_leukemia.jpg,18,Neutrophil Phagocytosis,leukemia,Neutrophils with ingested organisms,"18
Neutrophils are the primary form of phagocytes with a strong ability to
migrate by deformation and high phagocytic activity.
Neutrophil Phagocytosis of Fungi or
Parasites",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_18_img_7_leukemia.jpg,page_18_img_7_leukemia.jpg,18,Neutrophil Phagocytosis,leukemia,Neutrophils with ingested organisms,"18
Neutrophils are the primary form of phagocytes with a strong ability to
migrate by deformation and high phagocytic activity.
Neutrophil Phagocytosis of Fungi or
Parasites",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_19_img_4_leukemia.jpg,page_19_img_4_leukemia.jpg,19,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,"19
In some severe septic infections, sepsis, extensive burns, malignant tumors,
acute poisoning, and other pathological conditions, neutrophils may
present various cell sizes, toxic granulation, vacuolation, Döhle bodies, and
degenerations. These changes may occur alone or together, and they are
helpful indications for disease monitor and prognosis.
Toxic Changes in Neutrophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_19_img_5_leukemia.jpg,page_19_img_5_leukemia.jpg,19,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,"19
In some severe septic infections, sepsis, extensive burns, malignant tumors,
acute poisoning, and other pathological conditions, neutrophils may
present various cell sizes, toxic granulation, vacuolation, Döhle bodies, and
degenerations. These changes may occur alone or together, and they are
helpful indications for disease monitor and prognosis.
Toxic Changes in Neutrophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_19_img_6_leukemia.jpg,page_19_img_6_leukemia.jpg,19,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,"19
In some severe septic infections, sepsis, extensive burns, malignant tumors,
acute poisoning, and other pathological conditions, neutrophils may
present various cell sizes, toxic granulation, vacuolation, Döhle bodies, and
degenerations. These changes may occur alone or together, and they are
helpful indications for disease monitor and prognosis.
Toxic Changes in Neutrophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_19_img_7_leukemia.jpg,page_19_img_7_leukemia.jpg,19,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,"19
In some severe septic infections, sepsis, extensive burns, malignant tumors,
acute poisoning, and other pathological conditions, neutrophils may
present various cell sizes, toxic granulation, vacuolation, Döhle bodies, and
degenerations. These changes may occur alone or together, and they are
helpful indications for disease monitor and prognosis.
Toxic Changes in Neutrophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_19_img_8_leukemia.jpg,page_19_img_8_leukemia.jpg,19,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,"19
In some severe septic infections, sepsis, extensive burns, malignant tumors,
acute poisoning, and other pathological conditions, neutrophils may
present various cell sizes, toxic granulation, vacuolation, Döhle bodies, and
degenerations. These changes may occur alone or together, and they are
helpful indications for disease monitor and prognosis.
Toxic Changes in Neutrophils",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_20_img_2_leukemia.jpg,page_20_img_2_leukemia.jpg,20,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,20,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_20_img_3_leukemia.jpg,page_20_img_3_leukemia.jpg,20,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,20,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_20_img_4_leukemia.jpg,page_20_img_4_leukemia.jpg,20,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,20,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_20_img_5_leukemia.jpg,page_20_img_5_leukemia.jpg,20,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,20,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_20_img_6_leukemia.jpg,page_20_img_6_leukemia.jpg,20,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,20,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_20_img_7_leukemia.jpg,page_20_img_7_leukemia.jpg,20,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,20,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_20_img_10_leukemia.jpg,page_20_img_10_leukemia.jpg,20,Toxic Neutrophils,leukemia,Neutrophils with toxic changes,20,Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_21_img_3_leukemia.jpg,page_21_img_3_leukemia.jpg,21,Blast Cells,leukemia,Immature leukemic blast cells,"21
Blasts are medium to large cells with high nuclear to cytoplasmic ratios. They
have prominent round or almost round nuclei containing fine-grained
chromatin and apparent nucleoli. They also have scant and basophilic
cytoplasm stained blue or dark blue.
Blast Cells",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_21_img_4_leukemia.jpg,page_21_img_4_leukemia.jpg,21,Blast Cells,leukemia,Immature leukemic blast cells,"21
Blasts are medium to large cells with high nuclear to cytoplasmic ratios. They
have prominent round or almost round nuclei containing fine-grained
chromatin and apparent nucleoli. They also have scant and basophilic
cytoplasm stained blue or dark blue.
Blast Cells",Blood Cell Atlas PDF
/content/blood_cell_dataset/images/page_21_img_5_leukemia.jpg,page_21_img_5_leukemia.jpg,21,Blast Cells,leukemia,Immature leukemic blast cells,"21
Blasts are medium to large cells with high nuclear to cytoplasmic ratios. They
have prominent round or almost round nuclei containing fine-grained
chromatin and apparent nucleoli. They also have scant and basophilic
cytoplasm stained blue or dark blue.
Blast Cells",Blood Cell Atlas PDF
